83 8.8 8.5 7.6 6.8
84 6.1 6.7 8.2 9.6
85 6.0 6.3 7.2 8.0
86 11.7 11.7 11.7 11.7
87 12.1 11.5 10.2 8.9
88 8.3 8.3 8.2 8.2
89 9.2 9.3 9.7 10.1
90 9.2 9.8 11.1 12.4
91 9.6 9.4 9.0 8.6
92 10.5 10.2 9.3 8.5
93 11.8 11.5 10.5 9.6
94 13.8 13.4 12.4 11.5
95 11.8 12.0 12.6 13.1
96 12.0 12.0 11.8 11.7
97 12.1 11.8 11.1 10.5
98 12.2 11.8 11.0 10.1
99 12.6 12.9 13.9 14.8
100 15.2 14.9 14.1 13.2
101 9.9 10.4 11.4 12.4
102 9.4 9.7 10.3 11.0
103 13.6 13.8 14.1 14.5
104 11.0 11.0 11.1 11.1
105 13.8 14.2 15.2 16.2
106 15.3 15.4 15.7 16.0
107 9.6 9.9 10.7 11.4
108 16.3 16.3 16.2 16.2
109 14.3 14.2 14.0 13.8
110 12.4 12.2 11.8 11.3
111 12.5 13.0 14.2 15.4
112 12.7 12.4 11.7 11.0
113 13.2 13.1 12.7 12.4
114 12.9 12.9 13.1 13.2
115 17.3 17.1 16.7 16.3
116 11.8 12.2 13.2 14.2
117 16.4 16.5 16.9 17.2
118 17.6 17.5 17.2 17.0
119 15.4 15.3 15.2 15.0
120 14.7 14.3 13.2 12.1
121 12.2 12.6 13.4 14.2
122 18.7 18.6 18.3 18.1
123 16.5 16.5 16.5 16.5
124 19.8 19.6 19.2 18.8
125 14.2 14.3 14.5 14.8
126 18.9 18.5 17.6 16.6
127 14.5 14.6 15.0 15.3
128 17.2 17.2 17.2 17.3
129 16.3 16.2 15.8 15.4
130 16.1 15.7 14.9 14.0
131 20.5 20.3 20.0 19.6
132 20.7 20.4 19.7 19.0
133 16.7 16.6 16.3 16.1
134 20.2 20.2 20.0 19.8
135 19.3 19.5 19.9 20.4
136 17.7 17.7 17.7 17.7
137 19.9 19.6 19.0 18.4
138 21.8 21.9 22.1 22.3
139 16.5 16.6 16.7 16.9
140 15.6 15.8 16.5 17.2
141 22.2 22.3 22.3 22.4
142 19.8 19.5 18.8 18.1
143 23.1 22.8 22.2 21.6
144 22.5 22.3 21.9 21.5
145 20.1 20.1 20.1 20.1
146 23.6 23.3 22.5 21.8
147 17.2 17.3 17.6 17.9
148 21.3 21.0 20.3 19.6
149 17.3 17.6 18.2 18.9
150 19.9 20.1 20.6 21.1
151 21.2 21.4 22.0 22.5
152 19.7 19.7 19.9 20.1
153 19.6 19.7 20.0 20.2
154 20.9 20.8 20.5 20.2
155 22.4 22.6 23.2 23.7
156 19.8 20.0 20.5 21.0
157 18.5 18.8 19.4 20.0
158 21.6 21.9 22.4 22.9
159 22.9 23.0 23.3 23.6
160 19.5 19.5 19.5 19.5
161 22.6 22.6 22.5 22.3
162 24.6 24.5 24.2 24.0
163 23.9 23.8 23.5 23.2
164 20.1 20.4 21.0 21.6
165 19.3 19.5 20.1 20.6
166 25.7 25.6 25.2 24.8
167 26.7 26.4 25.7 25.0
168 22.7 22.8 23.1 23.4
169 25.1 25.3 25.7 26.2
170 26.1 25.9 25.6 25.2
171 20.7 21.0 21.7 22.3
172 23.7 23.7 23.7 23.7
173 22.3 22.1 21.5 21.0
174 26.4 26.4 26.4 26.4
175 25.7 25.6 25.4 25.2
176 25.8 25.7 25.4 25.2
177 21.5 21.6 21.7 21.8
178 23.5 23.6 23.7 23.8
179 22.6 22.4 22.0 21.6
180 23.9 24.0 24.0 24.0
181 22.1 22.1 22.2 22.2
182 22.2 22.0 21.6 21.1
183 25.4 25.5 26.0 26.4
184 24.7 24.6 24.5 24.4
185 21.0 21.2 21.8 22.3
186 25.7 25.7 25.6 25.5
187 23.7 23.5 23.1 22.7
188 25.8 26.0 26.7 27.3
189 23.1 22.8 22.1 21.4
190 26.6 26.5 26.3 26.1
191 24.0 23.9 23.5 23.2
192 24.9 25.0 25.4 25.7
193 24.7 24.8 25.1 25.5
194 22.5 22.4 22.2 22.0
195 22.7 22.6 22.5 22.4
196 25.9 25.7 25.3 24.9
197 23.7 23.6 23.2 22.8
198 24.7 24.5 24.0 23.5
199 22.8 22.8 22.7 22.7
200 23.8 23.7 23.3 23.0
201 23.6 23.7 23.8 23.9
202 25.4 25.6 26.0 26.5
203 24.3 24.2 23.8 23.5
204 26.7 26.8 26.9 27.0
205 24.4 24.6 25.1 25.6
206 24.2 24.0 23.6 23.2
207 23.7 23.7 23.6 23.5
208 22.4 22.4 22.5 22.7
209 21.4 21.7 22.4 23.0
210 26.2 26.3 26.6 26.9
211 23.0 23.3 24.0 24.7
212 23.0 22.7 22.1 21.5
213 24.9 25.2 25.9 26.5
214 27.1 27.0 26.7 26.4
215 23.0 23.2 23.5 23.7
216 20.9 21.1 21.8 22.4
217 26.1 26.2 26.7 27.1
218 24.6 24.8 25.0 25.3
219 25.0 25.3 26.1 26.9
220 26.8 26.6 26.2 25.8
221 24.0 24.3 25.0 25.7
222 26.1 26.0 25.6 25.2
223 25.6 25.9 26.6 27.3
224 27.0 26.8 26.2 25.7
225 25.4 25.6 26.2 26.8
226 27.8 27.6 27.0 26.5
227 23.1 23.2 23.5 23.9
228 21.1 21.3 21.7 22.1
229 21.2 21.5 22.3 23.1
230 25.4 25.5 25.7 25.9
231 20.6 20.9 21.6 22.3
232 20.1 20.4 20.9 21.5
233 25.4 25.0 24.1 23.2
234 22.8 22.5 21.8 21.0
235 21.4 21.5 21.7 22.0
236 20.3 20.3 20.5 20.6
237 25.1 24.8 24.1 23.4
238 25.5 25.6 25.9 26.1
239 19.6 20.0 20.8 21.6
240 20.7 20.8 21.2 21.5
241 21.0 20.9 20.9 20.8
242 26.1 25.8 25.1 24.3
243 21.5 21.3 20.8 20.4
244 23.7 24.0 24.7 25.3
245 23.2 23.5 24.0 24.6
246 25.1 24.9 24.5 24.1
247 18.1 18.4 19.0 19.6
248 23.7 23.6 23.4 23.2
249 23.9 23.9 23.9 23.9
250 22.6 22.4 22.0 21.6
251 23.5 23.2 22.4 21.6
252 18.3 18.3 18.3 18.4
253 23.5 23.3 22.6 22.0
254 20.7 20.9 21.6 22.3
255 22.7 22.9 23.3 23.7
256 22.4 22.3 22.1 22.0
257 19.4 19.1 18.4 17.8
258 18.0 18.1 18.3 18.5
259 16.7 16.9 17.3 17.7
260 18.4 18.4 18.1 17.9
261 17.0 17.3 18.2 19.0
262 15.6 16.1 17.3 18.6
263 20.4 19.9 18.7 17.5
264 21.3 20.8 19.8 18.7
265 17.2 17.3 17.5 17.7
266 17.8 17.5 16.6 15.8
267 19.1 18.9 18.3 17.8
268 17.0 17.1 17.2 17.3
269 17.4 17.7 18.5 19.2
270 16.3 16.7 17.7 18.7
271 19.1 19.2 19.4 19.6
272 15.0 15.5 16.8 18.1
273 17.6 17.9 18.6 19.2
274 16.1 16.6 17.9 19.1
275 20.0 19.6 18.5 17.4
276 17.9 18.0 18.3 18.6
277 14.2 14.3 14.4 14.5
278 13.9 14.2 14.9 15.6
279 18.1 17.9 17.3 16.7
280 16.3 16.2 16.0 15.7
281 14.9 14.9 15.0 15.0
282 20.1 19.6 18.3 17.0
283 17.3 17.5 18.1 18.8
284 16.2 16.2 16.4 16.5
285 15.7 15.9 16.5 17.0
286 17.4 17.2 16.6 16.0
287 13.8 14.2 15.3 16.3
288 12.0 12.5 13.7 14.9
289 14.7 15.1 16.3 17.4
290 19.6 19.0 17.6 16.1
291 14.7 15.4 16.9 18.4
292 15.0 15.5 16.7 18.0
293 16.4 16.2 15.7 15.2
294 14.1 14.4 15.0 15.7
295 15.5 15.1 14.1 13.2
296 16.0 15.9 15.4 15.0
297 11.6 12.0 13.0 14.1
298 13.3 13.3 13.2 13.1
299 12.1 12.2 12.3 12.4
300 12.5 12.6 12.7 12.8
301 14.7 14.0 12.4 10.9
302 12.7 12.3 11.3 10.3
303 16.2 15.7 14.3 13.0
304 9.1 9.5 10.6 11.7
305 12.7 12.5 11.8 11.1
306 11.7 12.4 13.9 15.4
307 11.6 12.2 13.5 14.8
308 12.7 12.3 11.3 10.3
309 10.9 10.9 11.0 11.0
310 14.9 14.4 13.2 12.1
311 6.6 7.1 8.5 9.9
312 12.5 11.9 10.5 9.0
313 12.3 12.4 12.8 13.1
314 8.3 9.0 10.5 12.0
315 8.9 8.9 9.1 9.3
316 11.7 10.9 9.1 7.3
317 13.0 12.5 11.4 10.2
318 9.9 10.0 10.3 10.5
319 12.1 11.8 11.1 10.3
320 7.4 8.0 9.6 11.1
321 11.8 11.0 9.2 7.4
322 8.6 9.1 10.4 11.7
323 8.5 8.3 7.9 7.4
324 9.9 10.0 10.0 10.0
325 11.1 10.8 9.8 8.9
326 12.1 11.8 11.1 10.5
327 4.5 5.0 6.4 7.7
328 8.6 8.5 8.4 8.3
329 12.6 11.9 10.2 8.5
330 12.0 11.4 10.0 8.7
331 10.5 10.3 9.8 9.4
332 7.0 6.2 4.4 2.6
333 8.0 8.2 8.5 8.9
334 9.9 9.2 7.3 5.5
335 6.3 7.1 9.0 11.0
336 8.6 7.8 6.0 4.1
337 6.8 7.1 7.9 8.7
338 9.7 9.5 8.9 8.3
339 6.3 6.0 5.3 4.6
340 7.1 7.5 8.3 9.1
341 3.9 4.5 6.2 7.8
342 5.4 4.9 3.7 2.6
343 9.6 9.1 7.8 6.5
344 5.9 6.2 6.8 7.4
345 3.7 4.1 5.2 6.3
346 9.7 9.3 8.2 7.2
347 7.3 6.9 6.1 5.3
348 8.1 8.1 8.0 7.9
349 4.5 4.5 4.5 4.5
350 9.0 8.6 7.5 6.4
351 6.2 5.6 4.1 2.6
352 7.7 7.6 7.4 7.3
353 3.9 3.6 2.9 2.1
354 8.2 8.0 7.3 6.7
355 6.6 6.7 6.8 6.9
356 5.1 4.5 3.1 1.8
357 4.3 4.6 5.2 5.9
358 3.8 3.8 3.8 3.9
359 8.5 7.9 6.5 5.1
360 6.0 6.1 6.2 6.3
361 3.6 3.8 4.2 4.6
362 6.2 5.3 3.2 1.2
363 8.7 8.1 6.6 5.1
364 -0.2 0.5 2.0 3.5
365 2.0 2.0 2.0 2.0
366 4.5 4.9 6.0 7.1
